cx_type,sentence,tgt_words,sentence_with_idxs,errors
Way Manner,"He felt his way across the joists in front of him, got his legs free from the cupboard and was able to get up into a crouch, balancing on a joist, hands just above his head, holding on to rough, undressed wood.",[3],"[(0, 'He'), (1, 'felt'), (2, 'his'), (3, 'way'), (4, 'across'), (5, 'the'), (6, 'joists'), (7, 'in'), (8, 'front'), (9, 'of'), (10, 'him,'), (11, 'got'), (12, 'his'), (13, 'legs'), (14, 'free'), (15, 'from'), (16, 'the'), (17, 'cupboard'), (18, 'and'), (19, 'was'), (20, 'able'), (21, 'to'), (22, 'get'), (23, 'up'), (24, 'into'), (25, 'a'), (26, 'crouch,'), (27, 'balancing'), (28, 'on'), (29, 'a'), (30, 'joist,'), (31, 'hands'), (32, 'just'), (33, 'above'), (34, 'his'), (35, 'head,'), (36, 'holding'), (37, 'on'), (38, 'to'), (39, 'rough,'), (40, 'undressed'), (41, 'wood.')]",
Way Manner,"He punched his way through, tearing an opening in what must have been the thing's gut (for sinuous tubes were visible there, coils of transparent rubber that could only have been intestines).",[3],"[(0, 'He'), (1, 'punched'), (2, 'his'), (3, 'way'), (4, 'through,'), (5, 'tearing'), (6, 'an'), (7, 'opening'), (8, 'in'), (9, 'what'), (10, 'must'), (11, 'have'), (12, 'been'), (13, 'the'), (14, ""thing's""), (15, 'gut'), (16, '(for'), (17, 'sinuous'), (18, 'tubes'), (19, 'were'), (20, 'visible'), (21, 'there,'), (22, 'coils'), (23, 'of'), (24, 'transparent'), (25, 'rubber'), (26, 'that'), (27, 'could'), (28, 'only'), (29, 'have'), (30, 'been'), (31, 'intestines).')]",
Way Manner,The practical man thought his way through these apparent obstacles.,[5],"[(0, 'The'), (1, 'practical'), (2, 'man'), (3, 'thought'), (4, 'his'), (5, 'way'), (6, 'through'), (7, 'these'), (8, 'apparent'), (9, 'obstacles.')]",
Way Manner,"Slick sophistication is only too evident in the glittering Nevada oasis of Las Vegas, while the dry desertland of Arizona houses the gargantuan Grand Canyon, where the Colorado River winds its perilous way through the sheer plunging walls of rock.",[32],"[(0, 'Slick'), (1, 'sophistication'), (2, 'is'), (3, 'only'), (4, 'too'), (5, 'evident'), (6, 'in'), (7, 'the'), (8, 'glittering'), (9, 'Nevada'), (10, 'oasis'), (11, 'of'), (12, 'Las'), (13, 'Vegas,'), (14, 'while'), (15, 'the'), (16, 'dry'), (17, 'desertland'), (18, 'of'), (19, 'Arizona'), (20, 'houses'), (21, 'the'), (22, 'gargantuan'), (23, 'Grand'), (24, 'Canyon,'), (25, 'where'), (26, 'the'), (27, 'Colorado'), (28, 'River'), (29, 'winds'), (30, 'its'), (31, 'perilous'), (32, 'way'), (33, 'through'), (34, 'the'), (35, 'sheer'), (36, 'plunging'), (37, 'walls'), (38, 'of'), (39, 'rock.')]",
Way Manner,"The Whaddon and Mitchley Scouts and Guides band wound its tuneless way along the High Street, followed by six young girls lethally wielding pom-poms -- the Mentle Motors Majorettes -- and bringing up the rear, Reg Pybus ' Bedford minibus in which, crammed like sardines, the new team sat invisible behind the heavily steamed up windows.",[11],"[(0, 'The'), (1, 'Whaddon'), (2, 'and'), (3, 'Mitchley'), (4, 'Scouts'), (5, 'and'), (6, 'Guides'), (7, 'band'), (8, 'wound'), (9, 'its'), (10, 'tuneless'), (11, 'way'), (12, 'along'), (13, 'the'), (14, 'High'), (15, 'Street,'), (16, 'followed'), (17, 'by'), (18, 'six'), (19, 'young'), (20, 'girls'), (21, 'lethally'), (22, 'wielding'), (23, 'pom-poms'), (24, '--'), (25, 'the'), (26, 'Mentle'), (27, 'Motors'), (28, 'Majorettes'), (29, '--'), (30, 'and'), (31, 'bringing'), (32, 'up'), (33, 'the'), (34, 'rear,'), (35, 'Reg'), (36, 'Pybus'), (37, ""'""), (38, 'Bedford'), (39, 'minibus'), (40, 'in'), (41, 'which,'), (42, 'crammed'), (43, 'like'), (44, 'sardines,'), (45, 'the'), (46, 'new'), (47, 'team'), (48, 'sat'), (49, 'invisible'), (50, 'behind'), (51, 'the'), (52, 'heavily'), (53, 'steamed'), (54, 'up'), (55, 'windows.')]",
Way Manner,"Jet-cloud interactions can generate localized H-H objects in a variety of ways , ranging from the production of internal shocks in the jet to radiation behind the shockwave systems at the front of the jet as it bores its way though the surrounding cloud.",[39],"[(0, 'Jet-cloud'), (1, 'interactions'), (2, 'can'), (3, 'generate'), (4, 'localized'), (5, 'H-H'), (6, 'objects'), (7, 'in'), (8, 'a'), (9, 'variety'), (10, 'of'), (11, 'ways'), (12, ','), (13, 'ranging'), (14, 'from'), (15, 'the'), (16, 'production'), (17, 'of'), (18, 'internal'), (19, 'shocks'), (20, 'in'), (21, 'the'), (22, 'jet'), (23, 'to'), (24, 'radiation'), (25, 'behind'), (26, 'the'), (27, 'shockwave'), (28, 'systems'), (29, 'at'), (30, 'the'), (31, 'front'), (32, 'of'), (33, 'the'), (34, 'jet'), (35, 'as'), (36, '[it]'), (37, '{[bores]'), (38, '[<its'), (39, 'way>]}'), (40, '[though'), (41, 'the'), (42, 'surrounding'), (43, 'cloud')]",
Way Manner,"There's a lot to learn in this path, and I'm still trying to feel my way through.",[15],"[(0, ""There's""), (1, 'a'), (2, 'lot'), (3, 'to'), (4, 'learn'), (5, 'in'), (6, 'this'), (7, 'path,'), (8, 'and'), (9, ""I'm""), (10, 'still'), (11, 'trying'), (12, 'to'), (13, 'feel'), (14, 'my'), (15, 'way'), (16, 'through.'), (17, '(AMR)')]",
Way Manner,"Known as ""death angel"" for its snow-white appearance, the fungus has deadly toxins that worked their way through Crippa's system, sickening him and eventually causing his liver to fail.",[16],"[(0, 'Known'), (1, 'as'), (2, '""death'), (3, 'angel""'), (4, 'for'), (5, 'its'), (6, 'snow-white'), (7, 'appearance,'), (8, 'the'), (9, 'fungus'), (10, 'has'), (11, 'deadly'), (12, 'toxins'), (13, 'that'), (14, 'worked'), (15, 'their'), (16, 'way'), (17, 'through'), (18, ""Crippa's""), (19, 'system,'), (20, 'sickening'), (21, 'him'), (22, 'and'), (23, 'eventually'), (24, 'causing'), (25, 'his'), (26, 'liver'), (27, 'to'), (28, 'fail.'), (29, '(AMR)')]",
Way Manner,"Large, slow-moving air transport carriers like the CH-47 Chinook are particularly vulnerable, often forced to EASE their way through sheer valleys where insurgents can achieve more level lines of fire from mountainsides.",[17],"[(0, 'Large,'), (1, 'slow-moving'), (2, 'air'), (3, 'transport'), (4, 'carriers'), (5, 'like'), (6, 'the'), (7, 'CH-47'), (8, 'Chinook'), (9, 'are'), (10, 'particularly'), (11, 'vulnerable,'), (12, 'often'), (13, 'forced'), (14, 'to'), (15, 'EASE'), (16, 'their'), (17, 'way'), (18, 'through'), (19, 'sheer'), (20, 'valleys'), (21, 'where'), (22, 'insurgents'), (23, 'can'), (24, 'achieve'), (25, 'more'), (26, 'level'), (27, 'lines'), (28, 'of'), (29, 'fire'), (30, 'from'), (31, 'mountainsides.'), (32, '(AMR)')]",
Way Manner,"That ""absurdity with absurdity"" shit is a smoke screen that he uses to try to SNAKE his way out of the fucked up things that he says.",[17],"[(0, 'That'), (1, '""absurdity'), (2, 'with'), (3, 'absurdity""'), (4, 'shit'), (5, 'is'), (6, 'a'), (7, 'smoke'), (8, 'screen'), (9, 'that'), (10, 'he'), (11, 'uses'), (12, 'to'), (13, 'try'), (14, 'to'), (15, 'SNAKE'), (16, 'his'), (17, 'way'), (18, 'out'), (19, 'of'), (20, 'the'), (21, 'fucked'), (22, 'up'), (23, 'things'), (24, 'that'), (25, 'he'), (26, 'says.'), (27, '(AMR)')]",
Conative,She kicked at the ball.,[2],"[(0, 'She'), (1, 'kicked'), (2, 'at'), (3, 'the'), (4, 'ball.'), (5, '(Hoffman)')]",
Conative,He clutched at the branch.,[2],"[(0, 'He'), (1, 'clutched'), (2, 'at'), (3, 'the'), (4, 'branch.'), (5, '(Hoffman)')]",
Conative,They shot at the sheriff.,[2],"[(0, 'They'), (1, 'shot'), (2, 'at'), (3, 'the'), (4, 'sheriff.'), (5, '(Hoffman)')]",
Conative,"With her free hand, she tugged at the strap of her bag and managed to get free of it.",[6],"[(0, 'With'), (1, 'her'), (2, 'free'), (3, 'hand,'), (4, 'she'), (5, 'tugged'), (6, 'at'), (7, 'the'), (8, 'strap'), (9, 'of'), (10, 'her'), (11, 'bag'), (12, 'and'), (13, 'managed'), (14, 'to'), (15, 'get'), (16, 'free'), (17, 'of'), (18, 'it.'), (19, '(COCA)')]",
Conative,She tugged at the glass door.,[2],"[(0, 'She'), (1, 'tugged'), (2, 'at'), (3, 'the'), (4, 'glass'), (5, 'door.'), (6, ''), (7, '(COCA)')]",
Conative,He tugged at the puppy's ears.,[2],"[(0, 'He'), (1, 'tugged'), (2, 'at'), (3, 'the'), (4, ""puppy's""), (5, 'ears.'), (6, '(COCA)')]",
Conative,So it was more like you tugged at the leech.,[7],"[(0, 'So'), (1, 'it'), (2, 'was'), (3, 'more'), (4, 'like'), (5, 'you'), (6, 'tugged'), (7, 'at'), (8, 'the'), (9, 'leech.'), (10, '(COCA)')]",
Conative,"I kicked at the door a couple of times, but it didn't budge.",[2],"[(0, 'I'), (1, 'kicked'), (2, 'at'), (3, 'the'), (4, 'door'), (5, 'a'), (6, 'couple'), (7, 'of'), (8, 'times,'), (9, 'but'), (10, 'it'), (11, ""didn't""), (12, 'budge.'), (13, '(COCA)')]",
Conative,Henry Edison kicked at the tire on the old automobile.,[3],"[(0, 'Henry'), (1, 'Edison'), (2, 'kicked'), (3, 'at'), (4, 'the'), (5, 'tire'), (6, 'on'), (7, 'the'), (8, 'old'), (9, 'automobile.'), (10, '(COCA)')]",
Conative,"With an uncoordinated reflex I kicked at the thing, knocking it a few meters away.",[6],"[(0, 'With'), (1, 'an'), (2, 'uncoordinated'), (3, 'reflex'), (4, 'I'), (5, 'kicked'), (6, 'at'), (7, 'the'), (8, 'thing,'), (9, 'knocking'), (10, 'it'), (11, 'a'), (12, 'few'), (13, 'meters'), (14, 'away.'), (15, '(COCA)')]",
Conative,Luke kicked at the chair leg with the toe of his leather half-boot.,[2],"[(0, 'Luke'), (1, 'kicked'), (2, 'at'), (3, 'the'), (4, 'chair'), (5, 'leg'), (6, 'with'), (7, 'the'), (8, 'toe'), (9, 'of'), (10, 'his'), (11, 'leather'), (12, 'half-boot.'), (13, ''), (14, '(COCA)')]",
Conative,He looked down and poked at the keyboard.,[5],"[(0, 'He'), (1, 'looked'), (2, 'down'), (3, 'and'), (4, 'poked'), (5, 'at'), (6, 'the'), (7, 'keyboard.'), (8, ''), (9, '(COCA)')]",
Conative,Mary Elizabeth jumped up and poked at the potatoes.,[6],"[(0, 'Mary'), (1, 'Elizabeth'), (2, 'jumped'), (3, 'up'), (4, 'and'), (5, 'poked'), (6, 'at'), (7, 'the'), (8, 'potatoes.'), (9, '(COCA)')]",
Conative,I poked at the ice cubes in my drink.,[2],"[(0, 'I'), (1, 'poked'), (2, 'at'), (3, 'the'), (4, 'ice'), (5, 'cubes'), (6, 'in'), (7, 'my'), (8, 'drink.'), (9, '(COCA)')]",
Conative,"He poked at the darkened skin, the flaky black stripes from the grill.",[2],"[(0, 'He'), (1, 'poked'), (2, 'at'), (3, 'the'), (4, 'darkened'), (5, 'skin,'), (6, 'the'), (7, 'flaky'), (8, 'black'), (9, 'stripes'), (10, 'from'), (11, 'the'), (12, 'grill.'), (13, '(COCA)')]",
Conative,He grabbed at the hovering disc with both hands.,[2],"[(0, 'He'), (1, 'grabbed'), (2, 'at'), (3, 'the'), (4, 'hovering'), (5, 'disc'), (6, 'with'), (7, 'both'), (8, 'hands.'), (9, '(COCA)')]",
Conative,Marco lost his balance and grabbed at the ladder railing.,[6],"[(0, 'Marco'), (1, 'lost'), (2, 'his'), (3, 'balance'), (4, 'and'), (5, 'grabbed'), (6, 'at'), (7, 'the'), (8, 'ladder'), (9, 'railing.'), (10, '(COCA)')]",
Conative,I let out a howl and grabbed at the snake and pulled it away from me and tossed it on the ground.,[7],"[(0, 'I'), (1, 'let'), (2, 'out'), (3, 'a'), (4, 'howl'), (5, 'and'), (6, 'grabbed'), (7, 'at'), (8, 'the'), (9, 'snake'), (10, 'and'), (11, 'pulled'), (12, 'it'), (13, 'away'), (14, 'from'), (15, 'me'), (16, 'and'), (17, 'tossed'), (18, 'it'), (19, 'on'), (20, 'the'), (21, 'ground.'), (22, '(COCA)')]",
Conative,Three professors scrambled onto the stage and grabbed at the sheets of paper.,[8],"[(0, 'Three'), (1, 'professors'), (2, 'scrambled'), (3, 'onto'), (4, 'the'), (5, 'stage'), (6, 'and'), (7, 'grabbed'), (8, 'at'), (9, 'the'), (10, 'sheets'), (11, 'of'), (12, 'paper.'), (13, '(COCA)')]",
Conative,Small hands reached up and a young girl's voice coughed and broke as she pushed at the heavy stones crushing her.,[15],"[(0, 'Small'), (1, 'hands'), (2, 'reached'), (3, 'up'), (4, 'and'), (5, 'a'), (6, 'young'), (7, ""girl's""), (8, 'voice'), (9, 'coughed'), (10, 'and'), (11, 'broke'), (12, 'as'), (13, 'she'), (14, 'pushed'), (15, 'at'), (16, 'the'), (17, 'heavy'), (18, 'stones'), (19, 'crushing'), (20, 'her.'), (21, '(COCA)')]",
Conative,I pushed at the springs with the palms of my hands.,[2],"[(0, 'I'), (1, 'pushed'), (2, 'at'), (3, 'the'), (4, 'springs'), (5, 'with'), (6, 'the'), (7, 'palms'), (8, 'of'), (9, 'my'), (10, 'hands.'), (11, '(COCA)')]",
Conative,His belly pushed at the buttons of his white and blue Aloha shirt.,[3],"[(0, 'His'), (1, 'belly'), (2, 'pushed'), (3, 'at'), (4, 'the'), (5, 'buttons'), (6, 'of'), (7, 'his'), (8, 'white'), (9, 'and'), (10, 'blue'), (11, 'Aloha'), (12, 'shirt.'), (13, ''), (14, '(COCA)')]",
Conative,He pushed at the doorbell.,[2],"[(0, 'He'), (1, 'pushed'), (2, 'at'), (3, 'the'), (4, 'doorbell.'), (5, '(COCA)')]",
Conative,"Panting with adrenaline, the men pushed at the dragons with their forked sticks.",[6],"[(0, 'Panting'), (1, 'with'), (2, 'adrenaline,'), (3, 'the'), (4, 'men'), (5, 'pushed'), (6, 'at'), (7, 'the'), (8, 'dragons'), (9, 'with'), (10, 'their'), (11, 'forked'), (12, 'sticks.'), (13, '(COCA)')]",
Conative,"I took a washcloth and wet it, then rubbed at the mark.",[9],"[(0, 'I'), (1, 'took'), (2, 'a'), (3, 'washcloth'), (4, 'and'), (5, 'wet'), (6, 'it,'), (7, 'then'), (8, 'rubbed'), (9, 'at'), (10, 'the'), (11, 'mark.'), (12, '(COCA)')]",
Conative,He rubbed at the raw bite wound on his throat.,[2],"[(0, 'He'), (1, 'rubbed'), (2, 'at'), (3, 'the'), (4, 'raw'), (5, 'bite'), (6, 'wound'), (7, 'on'), (8, 'his'), (9, 'throat.'), (10, '(COCA)')]",
Conative,He rubbed at the mark and shook his head.,[2],"[(0, 'He'), (1, 'rubbed'), (2, 'at'), (3, 'the'), (4, 'mark'), (5, 'and'), (6, 'shook'), (7, 'his'), (8, 'head.'), (9, '(COCA)')]",
Conative,I rubbed at the ache in my neck.,[2],"[(0, 'I'), (1, 'rubbed'), (2, 'at'), (3, 'the'), (4, 'ache'), (5, 'in'), (6, 'my'), (7, 'neck.'), (8, '(COCA)')]",
Conative,She plucked at the orange shag strands beneath the bottle tops.,[2],"[(0, 'She'), (1, 'plucked'), (2, 'at'), (3, 'the'), (4, 'orange'), (5, 'shag'), (6, 'strands'), (7, 'beneath'), (8, 'the'), (9, 'bottle'), (10, 'tops.'), (11, '(COCA)')]",
Conative,Her fingers plucked at the air in movements as regular as the ticks of a metronome.,[3],"[(0, 'Her'), (1, 'fingers'), (2, 'plucked'), (3, 'at'), (4, 'the'), (5, 'air'), (6, 'in'), (7, 'movements'), (8, 'as'), (9, 'regular'), (10, 'as'), (11, 'the'), (12, 'ticks'), (13, 'of'), (14, 'a'), (15, 'metronome.'), (16, '(COCA)')]",
Conative,Lily plucked at the ribbons on her dress.,[2],"[(0, 'Lily'), (1, 'plucked'), (2, 'at'), (3, 'the'), (4, 'ribbons'), (5, 'on'), (6, 'her'), (7, 'dress.'), (8, '(COCA)')]",
Conative,She plucked at the sheet with one hand then smoothed it.,[2],"[(0, 'She'), (1, 'plucked'), (2, 'at'), (3, 'the'), (4, 'sheet'), (5, 'with'), (6, 'one'), (7, 'hand'), (8, 'then'), (9, 'smoothed'), (10, 'it.'), (11, '(COCA)')]",
Conative,He stabbed at the last part of the equation.,[2],"[(0, 'He'), (1, 'stabbed'), (2, 'at'), (3, 'the'), (4, 'last'), (5, 'part'), (6, 'of'), (7, 'the'), (8, 'equation.'), (9, '(COCA)'), (10, '')]",
Conative,I took the plastic dome from my drink and stabbed at the slush with the straw.,[10],"[(0, 'I'), (1, 'took'), (2, 'the'), (3, 'plastic'), (4, 'dome'), (5, 'from'), (6, 'my'), (7, 'drink'), (8, 'and'), (9, 'stabbed'), (10, 'at'), (11, 'the'), (12, 'slush'), (13, 'with'), (14, 'the'), (15, 'straw.'), (16, '(COCA)')]",
Conative,Then he reached out and stabbed at the rat's hind leg.,[6],"[(0, 'Then'), (1, 'he'), (2, 'reached'), (3, 'out'), (4, 'and'), (5, 'stabbed'), (6, 'at'), (7, 'the'), (8, ""rat's""), (9, 'hind'), (10, 'leg.'), (11, '(COCA)')]",
Conative,Alan's finger stabbed at the button on the flashlight.,[3],"[(0, ""Alan's""), (1, 'finger'), (2, 'stabbed'), (3, 'at'), (4, 'the'), (5, 'button'), (6, 'on'), (7, 'the'), (8, 'flashlight.'), (9, '(COCA)')]",
Conative,"She took the cup and sipped at the coffee, closing her eyes and breathing in the steam.",[6],"[(0, 'She'), (1, 'took'), (2, 'the'), (3, 'cup'), (4, 'and'), (5, 'sipped'), (6, 'at'), (7, 'the'), (8, 'coffee,'), (9, 'closing'), (10, 'her'), (11, 'eyes'), (12, 'and'), (13, 'breathing'), (14, 'in'), (15, 'the'), (16, 'steam.'), (17, '(COCA)')]",
Conative,I sipped at the Heineken.,[2],"[(0, 'I'), (1, 'sipped'), (2, 'at'), (3, 'the'), (4, 'Heineken.'), (5, '(COCA)')]",
Conative,He raised his glass and sipped at the champagne with everyone else.,[6],"[(0, 'He'), (1, 'raised'), (2, 'his'), (3, 'glass'), (4, 'and'), (5, 'sipped'), (6, 'at'), (7, 'the'), (8, 'champagne'), (9, 'with'), (10, 'everyone'), (11, 'else.'), (12, '(COCA)')]",
Conative,Jake sipped at the jug and didn't answer.,[2],"[(0, 'Jake'), (1, 'sipped'), (2, 'at'), (3, 'the'), (4, 'jug'), (5, 'and'), (6, ""didn't""), (7, 'answer.'), (8, '(COCA)')]",
Conative,Phil nibbled at the cake.,[2],"[(0, 'Phil'), (1, 'nibbled'), (2, 'at'), (3, 'the'), (4, 'cake.'), (5, '(COCA)')]",
Conative,"Cows nibbled at the roots, goats at the tips.",[2],"[(0, 'Cows'), (1, 'nibbled'), (2, 'at'), (3, 'the'), (4, 'roots,'), (5, 'goats'), (6, 'at'), (7, 'the'), (8, 'tips.'), (9, '(COCA)')]",
Conative,"Cows nibbled at the roots, goats at the tips.",[6],"[(0, 'Cows'), (1, 'nibbled'), (2, 'at'), (3, 'the'), (4, 'roots,'), (5, 'goats'), (6, 'at'), (7, 'the'), (8, 'tips.'), (9, '(COCA)')]",
Conative,"He nibbled at the filet, then ate ravenously.",[2],"[(0, 'He'), (1, 'nibbled'), (2, 'at'), (3, 'the'), (4, 'filet,'), (5, 'then'), (6, 'ate'), (7, 'ravenously.'), (8, '(COCA)')]",
Conative,"The boy frowned, but then he nibbled at the edge of the spoon and finally swallowed the whole amount.",[7],"[(0, 'The'), (1, 'boy'), (2, 'frowned,'), (3, 'but'), (4, 'then'), (5, 'he'), (6, 'nibbled'), (7, 'at'), (8, 'the'), (9, 'edge'), (10, 'of'), (11, 'the'), (12, 'spoon'), (13, 'and'), (14, 'finally'), (15, 'swallowed'), (16, 'the'), (17, 'whole'), (18, 'amount.'), (19, '(COCA)')]",
Conative,"Sloan brushed at the tears on her own cheeks, and replied, ""Neither have I.",[2],"[(0, 'Sloan'), (1, 'brushed'), (2, 'at'), (3, 'the'), (4, 'tears'), (5, 'on'), (6, 'her'), (7, 'own'), (8, 'cheeks,'), (9, 'and'), (10, 'replied,'), (11, '""Neither'), (12, 'have'), (13, 'I.""'), (14, '(COCA)')]",
Conative,"He kissed her in return, then brushed at the lipstick he knew she had left behind.",[7],"[(0, 'He'), (1, 'kissed'), (2, 'her'), (3, 'in'), (4, 'return,'), (5, 'then'), (6, 'brushed'), (7, 'at'), (8, 'the'), (9, 'lipstick'), (10, 'he'), (11, 'knew'), (12, 'she'), (13, 'had'), (14, 'left'), (15, 'behind.'), (16, '(COCA)')]",
Conative,"He studied her face, brushed at the hair that tumbled over her shoulders.",[5],"[(0, 'He'), (1, 'studied'), (2, 'her'), (3, 'face,'), (4, 'brushed'), (5, 'at'), (6, 'the'), (7, 'hair'), (8, 'that'), (9, 'tumbled'), (10, 'over'), (11, 'her'), (12, 'shoulders.'), (13, '(COCA)')]",
Conative,Dolly brushed at the skirt of her ample black cashmere suit.,[2],"[(0, 'Dolly'), (1, 'brushed'), (2, 'at'), (3, 'the'), (4, 'skirt'), (5, 'of'), (6, 'her'), (7, 'ample'), (8, 'black'), (9, 'cashmere'), (10, 'suit.'), (11, '(COCA)')]",
Conative,It hammered at the two figures riding south along Canandaigua Road.,[2],"[(0, 'It'), (1, 'hammered'), (2, 'at'), (3, 'the'), (4, 'two'), (5, 'figures'), (6, 'riding'), (7, 'south'), (8, 'along'), (9, 'Canandaigua'), (10, 'Road.'), (11, '(COCA)')]",
Conative,Someone hammered at the front door.,[2],"[(0, 'Someone'), (1, 'hammered'), (2, 'at'), (3, 'the'), (4, 'front'), (5, 'door.'), (6, '(COCA)')]",
Comparative Correlative,"The harder they come, the harder they fall.","[0, 4]","[(0, 'The'), (1, 'harder'), (2, 'they'), (3, 'come,'), (4, 'the'), (5, 'harder'), (6, 'they'), (7, 'fall.'), (8, '(AMR)')]",
Comparative Correlative,"The longer he is around, the more miserable I will be.","[0, 5]","[(0, 'The'), (1, 'longer'), (2, 'he'), (3, 'is'), (4, 'around,'), (5, 'the'), (6, 'more'), (7, 'miserable'), (8, 'I'), (9, 'will'), (10, 'be.'), (11, '(AMR)')]",
Comparative Correlative,"The more I studied, the less I understood.","[0, 4]","[(0, 'The'), (1, 'more'), (2, 'I'), (3, 'studied,'), (4, 'the'), (5, 'less'), (6, 'I'), (7, 'understood.'), (8, '(AMR)')]",
Comparative Correlative,The more the merrier.,"[0, 2]","[(0, 'The'), (1, 'more'), (2, 'the'), (3, 'merrier.'), (4, '(AMR)')]",
Comparative Correlative,"It seems the older the patient, the less effective the drug.","[2, 6]","[(0, 'It'), (1, 'seems'), (2, 'the'), (3, 'older'), (4, 'the'), (5, 'patient,'), (6, 'the'), (7, 'less'), (8, 'effective'), (9, 'the'), (10, 'drug.'), (11, '(AMR)')]",
Comparative Correlative,"Personally I think it's a very good thing, since our NHS should be working to treat all of the world's sick people and the more diseased immigrants we have, the more good it can do for them.","[23, 29]","[(0, 'Personally'), (1, 'I'), (2, 'think'), (3, ""it's""), (4, 'a'), (5, 'very'), (6, 'good'), (7, 'thing,'), (8, 'since'), (9, 'our'), (10, 'NHS'), (11, 'should'), (12, 'be'), (13, 'working'), (14, 'to'), (15, 'treat'), (16, 'all'), (17, 'of'), (18, 'the'), (19, ""world's""), (20, 'sick'), (21, 'people'), (22, 'and'), (23, 'the'), (24, 'more'), (25, 'diseased'), (26, 'immigrants'), (27, 'we'), (28, 'have,'), (29, 'the'), (30, 'more'), (31, 'good'), (32, 'it'), (33, 'can'), (34, 'do'), (35, 'for'), (36, 'them.'), (37, '(AMR)')]",
Comparative Correlative,"So the more we talk about it, the more coverage they get and the more muslim extremists will orgasm at the sound of USA's threats.","[1, 7]","[(0, 'So'), (1, 'the'), (2, 'more'), (3, 'we'), (4, 'talk'), (5, 'about'), (6, 'it,'), (7, 'the'), (8, 'more'), (9, 'coverage'), (10, 'they'), (11, 'get'), (12, 'and'), (13, 'the'), (14, 'more'), (15, 'muslim'), (16, 'extremists'), (17, 'will'), (18, 'orgasm'), (19, 'at'), (20, 'the'), (21, 'sound'), (22, 'of'), (23, ""USA's""), (24, 'threats.'), (25, '(AMR)')]",
Comparative Correlative,"Applied to health care, the longer we wait for it the worse off we are and the longer we put it off the longer it will take to fine tune it.","[4, 10]","[(0, 'Applied'), (1, 'to'), (2, 'health'), (3, 'care,'), (4, 'the'), (5, 'longer'), (6, 'we'), (7, 'wait'), (8, 'for'), (9, 'it'), (10, 'the'), (11, 'worse'), (12, 'off'), (13, 'we'), (14, 'are'), (15, 'and'), (16, 'the'), (17, 'longer'), (18, 'we'), (19, 'put'), (20, 'it'), (21, 'off'), (22, 'the'), (23, 'longer'), (24, 'it'), (25, 'will'), (26, 'take'), (27, 'to'), (28, 'fine'), (29, 'tune'), (30, 'it.'), (31, '(AMR)')]",
Comparative Correlative,""" The more that is done, the better,"" he told reporters, while promising more money for disaster preparedness.","[1, 6]","[(0, '""The'), (1, 'more'), (2, 'that'), (3, 'is'), (4, 'done,'), (5, 'the'), (6, 'better,""'), (7, 'he'), (8, 'told'), (9, 'reporters,'), (10, 'while'), (11, 'promising'), (12, 'more'), (13, 'money'), (14, 'for'), (15, 'disaster'), (16, 'preparedness.'), (17, '(AMR)')]",
Comparative Correlative,"The lower the prices, the more you will sell.","[0, 4]","[(0, 'The'), (1, 'lower'), (2, 'the'), (3, 'prices,'), (4, 'the'), (5, 'more'), (6, 'you'), (7, 'will'), (8, 'sell.'), (9, '(AMR)')]",
Comparative Correlative,"The more bureaucrats run charities, the more people who need them.","[0, 5]","[(0, 'The'), (1, 'more'), (2, 'bureaucrats'), (3, 'run'), (4, 'charities,'), (5, 'the'), (6, 'more'), (7, 'people'), (8, 'who'), (9, 'need'), (10, 'them.'), (11, '(AMR)')]",
Comparative Correlative,"The more private sources run charities, the less people need them.","[0, 6]","[(0, 'The'), (1, 'more'), (2, 'private'), (3, 'sources'), (4, 'run'), (5, 'charities,'), (6, 'the'), (7, 'less'), (8, 'people'), (9, 'need'), (10, 'them.'), (11, '(AMR)')]",
Comparative Correlative,"Funny thing is you said ""It's like the more shenanigans the libtards play, the less willing people are to seek middle ground at all.","[7, 13]","[(0, 'Funny'), (1, 'thing'), (2, 'is'), (3, 'you'), (4, 'said'), (5, '""It\'s'), (6, 'like'), (7, 'the'), (8, 'more'), (9, 'shenanigans'), (10, 'the'), (11, 'libtards'), (12, 'play,'), (13, 'the'), (14, 'less'), (15, 'willing'), (16, 'people'), (17, 'are'), (18, 'to'), (19, 'seek'), (20, 'middle'), (21, 'ground'), (22, 'at'), (23, 'all.""'), (24, '(AMR)')]",
Comparative Correlative,The more that are laying around the greater the chance of that.,"[0, 6]","[(0, 'The'), (1, 'more'), (2, 'that'), (3, 'are'), (4, 'laying'), (5, 'around'), (6, 'the'), (7, 'greater'), (8, 'the'), (9, 'chance'), (10, 'of'), (11, 'that.'), (12, '(AMR)')]",
Comparative Correlative,"The more wealth created, the better.","[0, 4]","[(0, 'The'), (1, 'more'), (2, 'wealth'), (3, 'created,'), (4, 'the'), (5, 'better.'), (6, '(AMR)')]",
